food_form,rating,weight,lifestage,cost,food_texture,size,category,fish_type,dimensions,special_diet,toy_feature,product_name,item_number,litter_and_bedding_type,small_pet_type,brand,material,no_reviews,litter_box_type,old_cost,supplement_form,reptile_type,bowl_feature,bed_type,made_in,product_description,leash_and_collar_feature,bird_type,breed_size,page,percent_rec
,5,,,$15.99,,None,Dog Travel & Car,,"26
________________________x_1
____________________________x_0.1inches",,,Mighty Paw,109951,,,,nylon,None,,None,,,,,,Mighty Paw Dog Vehicle Safety Belt,,,"all_breeds,_small,_medium,_large",5,100
,5,,,$44.99,,None,Dog Travel & Car,,"19.25
________________________x_9.875
____________________________x_2.75inches",,,Popware for Pets,83751,,,,silicone,None,,None,,,"portable,_elevated",,,"Popware for Pets Adjustable Height Elevated Pet Bowls, Gray/Green",,,"all_breeds,_small,_medium,_large",5,100
,5,,,$9.71,,None,Dog Travel & Car,,"10.75
________________________x_4.5
____________________________x_0.5inches",,,Popware for Pets,83777,,,,silicone,None,,$9.99,,,portable,,,"Popware for Pets Collapsible Travel Cup with Bottle Holder & Carabiner, Gray/Purple",,,"extra_small,_small,_medium",10,50
,4.5,,,$59.99,,None,Dog Travel & Car,,"22
________________________x_19
____________________________x_10inches",,,Pet Gear,97963,,,,,18,,$103.06,,,,,,"Pet Gear Happy Trails Lite No-Zip Pet Stroller, Jaguar",,,"extra_small,_small",5,94
,4.6,2.5pounds,,$21.59,,None,Dog Travel & Car,,"56
________________________x_57inches",,,Solvit,68773,,,,,166,,$49.99,,,,,,Solvit Waterproof Sta-Put Hammock Seat Cover for Pets,,,"extra_small,_small,_medium,_large,_giant",1,91
treats,3.8,1.59ounces,adult,$6.37,,None,Dog Travel & Car,,,,,VetriScience,57620,,,,,89,,$11.99,chews,,,,united_states,"VetriScience Composure Behavioral Health Mini Bite-Sized Dog Chews, 30 count",,,"extra_small,_small",1,75
,3.7,5.28ounces,"adult,_all_stages",$10.19,,10-ml bottle,Dog Travel & Car,,,,,Rescue Remedy,108097,,,,,25,,None,liquid,,,,united_states,Rescue Remedy Stress Relief Pet Supplement,,,"small,_medium,_large,_all_breeds",1,72
,5,,,$65.36,,None,Dog Travel & Car,,"16
________________________x_12
____________________________x_7inches",,,Pet Gear,98001,,,,,None,,$89.99,,,,,,"Pet Gear Bucket Seat Pet Booster, 17-inch",,,"extra_small,_small",10,100
,4.7,3.0pounds,,$37.45,,None,Dog Travel & Car,,"19
________________________x_12.5
____________________________x_12inches",,,Pet Gear,88898,,,,,None,,$59.99,,,,,,"Pet Gear Car Seat/Carrier for Pets, Black",,,"extra_small,_small",10,100
,4,,,$8.86,,None,Dog Travel & Car,,"17.75
________________________x_16
____________________________x_3.5inches",,,Outward Hound,85957,,,kyjen,,None,,$9.99,,,,,,"Outward Hound PupStop Front Seat Barrier, PupStop",,,"extra_small,_small,_medium,_large,_giant",10,80
,4.2,,,$42.50,,Medium,Dog Travel & Car,,"16
________________________x_8.5
____________________________x_12inches",,,Gen7Pets,85344,,,,,None,,$59.73,,,,,,"Gen7Pets Carry-Me Deluxe Pet Carrier, Zebra",,,,10,80
,4,,,$39.84,,Medium,Dog Travel & Car,,"16
________________________x_8.5
____________________________x_12inches",,,Gen7Pets,85338,,,,,None,,$65.99,,,,,,"Gen7Pets Carry-Me Deluxe Pet Carrier, Cheetah",,,,10,75
,3,4.53ounces,,$9.99,,None,Dog Travel & Car,,"4.625
________________________x_2.88
____________________________x_3.5inches",,,Popware for Pets,83832,,,,silicone,None,,None,,,,,,"Popware for Pets Pooch Pouch, Pink",,,,10,50
,5,,,$12.99,,Small,Dog Travel & Car,,"6.13
________________________x_7.13
____________________________x_1.47inches",,,Popware for Pets,83797,,,,silicone,None,,None,,,portable,,,"Popware for Pets Collapsible Kennel Pet Bowl, Gray/Green",,,"small,_medium",10,100
,3.8,,,$12.13,,Small,Dog Travel & Car,,"6.13
________________________x_7.13
____________________________x_1.47inches",,,Popware for Pets,83794,,,,silicone,None,,$12.99,,,portable,,,"Popware for Pets Collapsible Kennel Pet Bowl, Gray/Blue",,,"small,_medium",10,67
,4,,,$12.99,,Small,Dog Travel & Car,,"6.13
________________________x_7.13
____________________________x_1.47inches",,,Popware for Pets,83788,,,,silicone,None,,None,,,portable,,,"Popware for Pets Collapsible Kennel Pet Bowl, Gray/Purple",,,"small,_medium",10,100
,4.7,,,$13.74,,Small,Dog Travel & Car,,"8
________________________x_8
____________________________x_4inches",,,Popware for Pets,83774,,,,silicone,None,,$14.99,,,"portable,_elevated",,,"Popware for Pets Single Elevated Pet Bowl, Gray/Green",,,"small,_medium",10,100
,4.3,,,$13.75,,Small,Dog Travel & Car,,"8
________________________x_8
____________________________x_4inches",,,Popware for Pets,83765,,,,silicone,None,,$14.99,,,"portable,_elevated",,,"Popware for Pets Single Elevated Pet Bowl, Gray/Purple",,,"small,_medium",10,83
,5,,,$39.28,,None,Dog Travel & Car,,"19.25
________________________x_9.875
____________________________x_2.75inches",,,Popware for Pets,83747,,,,silicone,None,,$44.99,,,"portable,_elevated",,,"Popware for Pets Adjustable Height Elevated Pet Bowls, Gray/Pink",,,"all_breeds,_small,_medium,_large",10,100
,4.4,,,$69.99,,None,Dog Travel & Car,,,,,Kurgo,78358,,,,,11,,None,,,,,,Kurgo Loft Dog Hammock,,,"extra_small,_small,_medium,_large,_giant",10,100
,3.6,,,$54.99,,None,Dog Travel & Car,,,,,Kurgo,78356,,,,,None,,$76.99,,,,,,"Kurgo Loft Car Bench Dog Seat Cover, Green",,,"extra_small,_small,_medium,_large,_giant",10,80
,4.1,,,$89.99,,None,Dog Travel & Car,,"55
________________________x_56inches",,,Kurgo,78272,,,,,None,,$99.99,,,,,,Kurgo Stowe Hammock Dog Car Seat Cover,,,"extra_small,_small,_medium,_large,_giant",10,88
,4.2,3.5pounds,,$37.45,,None,Dog Travel & Car,,"16.5
________________________x_12
____________________________x_13.5inches",,,Petmate,83291,,,,,None,,$66.56,,,,,,Petmate See & Stow Carrier for Dogs & Cats,,,"extra_small,_small",10,100
,4.8,,,$99.99,,Up to 10 lbs,Dog Travel & Car,,,,,Gen7Pets,90708,,,,,None,,$108.00,,,,,,"Gen7Pets Geometric Roller Carrier with Smart-Level Pet Carrier, Black",,,extra_small,10,100
,3,,,$8.82,,None,Dog Travel & Car,,"10.75
________________________x_4.5
____________________________x_0.5inches",,,Popware for Pets,83783,,,,silicone,None,,$9.99,,,portable,,,"Popware for Pets Collapsible Travel Cup with Bottle Holder & Carabiner, Gray/Green",,,"extra_small,_small,_medium",10,50
,4.5,,,$19.08,,Large,Dog Travel & Car,,"16.25
________________________x_8.5
____________________________x_5inches",,,Popware for Pets,83754,,,,silicone,None,,$24.99,,,"portable,_elevated",,,"Popware for Pets Double Elevated Pet Bowls, Gray/Purple",,,"large,_medium",10,100
,3.7,,,$13.37,,None,Dog Travel & Car,,,,,Bergan,64247,,,coastal_pet_products,,20,,$24.99,,,,,,Bergan Pet Travel Barrier,,,"extra_small,_small,_medium,_large,_giant",10,68
,3,,,$81.33,,None,Dog Travel & Car,,"20
________________________x_17
____________________________x_7inches",,,Pet Gear,98003,,,,,None,,$114.99,,,,,,"Pet Gear Jaguar Bucket Seat Pet Booster, 22-inch",,,"extra_small,_small",10,50
,5,,,$109.99,,Up to 20 lbs,Dog Travel & Car,,,,,Gen7Pets,90703,,,,,None,,$129.00,,,,,,"Gen7Pets Roller Carrier with Smart-Level Pet Carrier, Zebra",,,small,10,100
,4.8,,,$17.99,,32-oz,Dog Travel & Car,,,,,K&H Pet Products,100526,,,,"stainless_steel,_plastic",163,,$28.77,,,,,,K&H Pet Products Thermal-Bowl Pet Bowl,,,,11,99
,4.7,3.4pounds,"adult,_all_stages",$50.00,,Regular,Dog Travel & Car,,"58
________________________x_55
____________________________x_0.5inches",,,Plush Paws Products,105797,,,,,62,,$55.00,,,,,,"Plush Paws Products Quilted Hammock Car Seat Cover, Black",,,all_breeds,1,95
,4.4,,"adult,_puppy,_all_stages",$17.99,,None,Dog Travel & Car,,,,,Adaptil,89163,,,ceva,,34,,$19.99,,,,,united_states,"Adaptil Dog Diffuser Refill, 48-ml refill",,,,1,85
,4,,,$33.69,,None,Dog Travel & Car,,"15
________________________x_12.5
____________________________x_9.5inches",,,Pet Gear,66373,,,,,None,,$70.19,,,,,,Pet Gear Small Carrier & Car Booster Seat,,,,11,100
,2.5,,,$37.29,,None,Dog Travel & Car,,"12
________________________x_8
____________________________x_17.5inches",,,Pet Gear,66350,,,,,None,,$54.99,,,,,,"Pet Gear I-GO2 Sport, Misty Blue",,,"extra_small,_small",11,50
,4.7,,,$36.69,,None,Dog Travel & Car,,"16
________________________x_13
____________________________x_12inches",,,Pet Gear,66330,,,,,22,,$43.99,,,,,,Pet Gear Car Seat & Carrier,,,,11,100
,4.1,,,$42.71,,None,Dog Travel & Car,,"16
________________________x_11
____________________________x_21inches",,,Pet Gear,64554,,,,,None,,$79.99,,,,,,"Pet Gear Travel Lite Pet Stroller, Ocean Blue",,,,11,80
,4.9,,,$44.99,,None,Dog Travel & Car,,,,,Kurgo,54658,,,,,13,,$49.99,,,,,,Kurgo Wander Carrier,,,"extra_small,_small",11,100
,5,18.0pounds,,$229.99,,None,Dog Travel & Car,,"37
________________________x_13.5
____________________________x_39inches",,,Gen7Pets,105022,,,,,None,,None,,,,,,Gen7Pets Monaco Pet Stroller,,,"extra_small,_small,_medium",11,100
,4.7,,,$51.65,,None,Dog Travel & Car,,"16
________________________x_12
____________________________x_11.5inches",,,Pet Gear,66397,,,,,None,,$89.99,,,,,,"Pet Gear Medium 3-in-1 Bike Basket, Carrier & Car Seat, 16-inch",,,small,12,100
,4.8,,,$29.71,,None,Dog Travel & Car,,"17
________________________x_11
____________________________x_10.5inches",,,Sherpa,102700,,,,polyester,74,,$62.99,,,,,,"Sherpa Delta Deluxe Pet Carrier, Medium",,,,1,99
treats,4.1,,"adult,_all_stages",$6.69,,30 count,Dog Travel & Car,,,,,Pet Naturals of Vermont,91118,,,,,55,,$11.49,chews,,,,united_states,Pet Naturals of Vermont Calming Dog Chews,,,all_breeds,1,83
,4.1,,"adult,_all_stages",$26.99,,"30-count, 75mg",Dog Travel & Car,,,,,Vetoquinol,93443,,,vet_solutions,,49,,$34.95,tablet/capsule,,,,united_states,Vetoquinol Zylkene Nutritional Supplement Capsules for Dogs & Cats,,,,1,80
treats,4.1,5ounces,adult,$7.99,,None,Dog Travel & Car,,,grain-free,,Zuke's,105157,,,,,15,,$9.99,,,,,united_states,"Zuke's Enhance Calming Peanut Butter Formula Dog Treats, 5-oz bag",,,"small,_medium,_large,_all_breeds",1,79
,4.5,,,$4.66,,None,Dog Travel & Car,,,,,Dogit,65652,,,hagen,,126,,$7.69,,,,,,Dogit Car Safety Dog Belt,,,"extra_small,_small,_medium,_large,_giant",1,93
,3.4,,,$12.97,,Large,Dog Travel & Car,,,,,Comfort Zone,99283,,,adaptil,,135,,$19.99,,,,,united_states,Comfort Zone Calming Dog Collar,,,"medium,_large,_giant",1,62
,4,,,$17.00,,None,Dog Travel & Car,,,,,Kurgo,66783,,,,,None,,$29.99,,,,,,Kurgo Auto Grass Center Console Cover,,,"extra_small,_small,_medium,_large,_giant",12,100
,3.5,,,$23.11,,None,Dog Travel & Car,,,,,Bergan,72111,,,coastal_pet_products,,None,,$41.39,,,,,,"Bergan Dog Auto Harness with Tether Mossy Oak, X-Large",,,giant,12,100
,4.6,,,$103.27,,None,Dog Travel & Car,,,,,Pet Gear,66454,,,,,None,,$137.69,,,,,,"Pet Gear Special Edition Pet Stroller, Raspberry",,,,12,100
,5,,,$11.04,,Small,Dog Travel & Car,,,,,Bergan,72113,,,coastal_pet_products,,None,,$12.99,,,,,,Bergan Replacement Tether for Dog Auto Harness,,,"extra_small,_small",12,100
,4.4,,,$83.29,,None,Dog Travel & Car,,"38
________________________x_23
____________________________x_16inches",,,Four Paws,67632,,,,,18,,$99.70,,,,,,Four Paws 3 in 1 Pet Stroller,,,"extra_small,_small",12,89
,3.7,,,$20.69,,None,Dog Travel & Car,,,,,Kurgo,66886,,,,,None,,$22.99,,,,,,Kurgo Car Comforter Seat Cover,,,"extra_small,_small,_medium,_large,_giant",12,33
,4.7,,,$57.39,,Large,"Dog Crates, Pens & Gates",,"46
________________________x_46
____________________________x_28inches",,,Precision Pet Products,74115,,,,,133,,None,,,,,,Precision Pet Products Soft Side Play Yard,,,large,1,98
,3.6,,,$4.99,,None,"Dog Crates, Pens & Gates",,,,,PetSafe,63651,,,,,None,,$6.99,,,,,,PetSafe 3-Volt RFA-35-11 Lithium Coin Cell Replacement Batteries (2-Pack),,,"extra_small,_small,_medium,_large,_giant",1,71
,4.8,16.5pounds,,$56.62,,None,"Dog Crates, Pens & Gates",,"1.5
________________________x_38.3
____________________________x_28.5inches",,,MyPet,83472,,,north_states,,56,,$89.99,,,,,,MyPet Windsor Arch Pet Gate for Dogs & Cats,,,all_breeds,1,100
,4.2,,,$2.99,,10-oz,"Dog Crates, Pens & Gates",,"4
________________________x_4
____________________________x_3.5inches",,,Ethical Pet,71408,,,spot,stainless_steel,68,,$12.69,,,portable,,,Ethical Pet Stainless Steel Coop Cup Wire Hanger Kennel Pet Bowl,,,"extra_small,_small",1,85
,4.1,26.0pounds,,$59.80,,None,"Dog Crates, Pens & Gates",,"71
________________________x_16
____________________________x_4inches",,,Pet Gear,64562,,,,,56,,$91.45,,,,,,"Pet Gear Full Length Tri-Fold Pet Ramp, Chocolate / Black",,,all_breeds,1,84
,4.7,,,$259.95,,None,"Dog Crates, Pens & Gates",,,,,PetSafe,63890,,,,,42,,$299.99,,,,,,PetSafe Wireless Containment System,,,"extra_small,_small,_medium,_large,_giant",1,98
,4.3,,,$14.99,,42-inch,"Dog Crates, Pens & Gates",,"42
________________________x_28
____________________________x_30inches",,,MidWest,74321,,,,,142,,$39.97,,,,,,MidWest Quiet Time Crate Cover,,,"large,_giant",1,87
,4.6,,,$46.34,,None,"Dog Crates, Pens & Gates",,"39
________________________x_17
____________________________x_15.5inches",,,MidWest,89414,,,,stainless_steel,115,,$89.99,,,,,,"MidWest 39"" Steel Pet Gate, Graphite",,,,1,96
,4.7,,,$14.38,,None,"Dog Crates, Pens & Gates",,"26
________________________x_18
____________________________x_1inches",,,Carlson Pet Products,69450,,,,,109,,$24.99,,,,,,Carlson Pet Products Mini Tuffy Expandable Gate with Pet Door,,,"extra_small,_small,_medium",1,94
,4.4,8.5pounds,,$22.99,,None,"Dog Crates, Pens & Gates",,"1.5
________________________x_50
____________________________x_32inches",,,MyPet,83470,,,north_states,,31,,$42.99,,,,,united_states,MyPet Extra Wide Wire Mesh Gate for Dogs & Cats,,,,1,93
,4.6,18.0pounds,,$109.14,,X-Large,"Dog Crates, Pens & Gates",,,,,Solvit,68755,,,,,198,,$149.99,,,,,,Solvit Deluxe Telescoping Pet Ramp,,,,1,96
,4.6,81.2pounds,,$132.79,,None,"Dog Crates, Pens & Gates",,"54
________________________x_37
____________________________x_45inches",,,MidWest,74373,,,,,303,,None,,,,,,"MidWest Solutions Series XX-Large Heavy Duty Double Door Dog Crate, XX-Large, 54-in",,,giant,1,95
,4.7,,,$36.99,,24-inch,"Dog Crates, Pens & Gates",,,,,MidWest,60388,,,,,620,,$48.99,,,,,,"MidWest Exercise Pen with Step-Thru Door, Black E-Coat",,,extra_small,1,97
,4.8,,,$50.40,,48-inch,"Dog Crates, Pens & Gates",,"48
________________________x_30
____________________________x_33inches",,,MidWest,60375,,,,,1120,,None,,,,,,MidWest iCrate Single Door Fold & Carry Dog Crate,,,giant,1,98
,4.8,35.0pounds,,$42.50,,36-inch,"Dog Crates, Pens & Gates",,"36
________________________x_24
____________________________x_27inches",,,MidWest,66303,,,,,560,,$70.99,,,,,,MidWest Life Stages Double Door Dog Crate,,,large,1,99
,4.8,,,$86.99,,None,"Dog Crates, Pens & Gates",,,,,MyPet,64596,,,north_states,,100,,$109.99,,,,,,MyPet Windsor Extra Wide Arch Pet Gate for Dogs & Cats,,,,1,98
,4.9,12.73pounds,"adult,_all_stages",$47.85,,24-in,"Dog Crates, Pens & Gates",,"35.25
________________________x_35.25
____________________________x_23.63inches",,,IRIS,65439,,,,plastic,None,,$56.59,,,,,united_states,IRIS 4-Panel Exercise Plastic Playpen with Door,,,"all_breeds,_small,_medium,_large",1,100
,4.8,,,$38.99,,None,"Dog Crates, Pens & Gates",,"24.05
________________________x_16.76
____________________________x_14.5inches",,,Petmate,68695,,,,,420,,$69.99,,,,,united_states,Petmate Two Door Top Load Pet Kennel,,,medium,1,98
,4.7,,,$36.99,,None,"Dog Crates, Pens & Gates",,,,,Carlson Pet Products,69972,,,,,235,,$63.99,,,,,,Carlson Pet Products Extra Wide Walk-Thru Gate with Pet Door,,,"extra_small,_small,_medium,_large,_giant",1,97
,4.4,,,$43.04,,None,"Dog Crates, Pens & Gates",,"62
________________________x_16
____________________________x_4inches",,,Solvit,68759,,,,,200,,$79.99,,,,,united_states,Solvit UltraLite Bi-Fold Pet Ramp,,,,1,92
,4.8,,,$38.89,,36-inch,"Dog Crates, Pens & Gates",,"36
________________________x_23
____________________________x_25inches",,,MidWest,60384,,,,,649,,$66.99,,,,,,MidWest iCrate Double Door Fold & Carry Dog Crate,,,medium,1,97
,4.6,,,$26.79,,Small,"Dog Crates, Pens & Gates",,"24
________________________x_16
____________________________x_20inches",,,Solvit,68763,,,,,329,,$59.99,,,,,,Solvit PupSTEP Plus Pet Stairs,,,,1,96
,4.8,,,$4.49,,None,"Dog Crates, Pens & Gates",,,,,PetSafe,63653,,,,,67,,$8.99,,,,,,PetSafe 6-Volt RFA-67D Replacement Batteries (2-Pack),,,"extra_small,_small,_medium,_large,_giant",1,97
,4.8,,,$17.09,,42-inch crate,"Dog Crates, Pens & Gates",,"41
________________________x_27
____________________________x_1inches",,,Frisco,89667,,,,,155,,$24.79,,,,,,Frisco Dog Crate Replacement Pan,,,large,1,98
,4.8,22.0pounds,,$33.99,,30-inch,"Dog Crates, Pens & Gates",,"30
________________________x_24inches",,,Frisco,97484,,,,,390,,$39.99,,,,,,Frisco Dog Exercise Pen with Step-Through Door,,,small,1,98
,4.8,,,$37.96,,None,"Dog Crates, Pens & Gates",,"24
________________________x_18
____________________________x_19inches",,,MidWest,74290,,,,,66,,$47.98,,,,,,"MidWest iCrate Single Door Dog Crate, Pink, 24-in",,,"extra_small,_small",2,98
,4.8,,,$126.14,,Large,"Dog Crates, Pens & Gates",,"85.25
________________________x_15.75
____________________________x_4inches",,,PetSafe,106594,,,,,13,,None,,,,,,"PetSafe Freedom Patio Pet Doors for Sliding Doors, 81-inches",,,large,2,100
,4.8,,,$112.99,,None,"Dog Crates, Pens & Gates",,,,,Precision Pet Products,74080,,,,,39,,None,,,,,,"Precision Pet Products Courtyard Kennel Exercise Pen, 38-in",,,"extra_small,_small,_medium,_large,_giant,_all_breeds",2,95
,4.7,77.5pounds,,$99.99,,None,"Dog Crates, Pens & Gates",,"54
________________________x_36.5
____________________________x_44.75inches",,,Frisco,97489,,,,,278,,$135.29,,,,,,"Frisco XX-Large Heavy Duty Double Door Dog Crate, 54-in",,,giant,1,98
,4.8,39.5pounds,,$44.89,,48-inch,"Dog Crates, Pens & Gates",,"48
________________________x_30
____________________________x_32.5inches",,,Frisco,88798,,,,,646,,$59.29,,,,,,Frisco Fold & Carry Single Door Dog Crate,,,giant,1,99
,4.6,,"puppy,_adult",$54.99,,None,Dog Flea & Tick,,,,,Seresto,61519,,,bayer,,1653,,$69.99,,,,,,Seresto 8 Month Flea & Tick Collar for Large Dogs & Puppies (over 18 pounds),,,"small,_medium,_large,_giant",1,94
,4.5,0.48ounces,"puppy,_adult",$12.42,,None,Dog Vitamins & Supplements,,,,,8in1,83804,,,,,96,,$21.99,,,,,,"8in1 Safe-Guard 4 Canine De-Wormer for Large Dogs, 3 day treatment",,,"large,_giant",1,89
treats,4.7,,"adult,_senior",$40.99,,None,Dog Vitamins & Supplements,,,,,Phycox,71249,,,dechra,,183,,$64.25,chews,,,,united_states,Phycox Soft Chews Joint Support Dog Supplement,,,"medium,_large,_giant",1,97
,4.8,,adult,$42.99,,None,Dog Vitamins & Supplements,,,,,Nutramax,50685,,,dasuquin,,93,,$62.99,chews,,,,united_states,"Nutramax Dasuquin Soft Chews Joint Health Small/Medium Dog Supplement, 84 count",,,"small,_medium",1,96
,4.8,5.0pounds,"adult,_senior",$35.90,,80 scoops,Dog Vitamins & Supplements,,,"gluten_free,_grain-free",,Nupro,50469,,,,,268,,$36.79,powdered,,,,united_states,Nupro All Natural Joint & Immunity Support Dog Supplement,,,"medium,_large,_giant",1,97
,4.9,,"all_stages,_adult",$6.99,,None,Dog Vitamins & Supplements,,,,,Virbac,56705,,,,,71,,$9.99,gel/lotion,,,,,"Virbac C.E.T. Tartar Control Beef Flavor Dog & Cat Toothpaste, 2.5-oz (70 g) tube",,,,1,99
,4.7,,"all_stages,_adult",$9.19,,None,Dog Vitamins & Supplements,,,,,VetriScience,90420,,,,,58,,$18.99,chews,,,,united_states,"VetriScience Probiotic Everyday Gastrointestinal Health Bite-Sized Dog Chews, 30 count",,,all_breeds,1,96
,4.5,,adult,$6.88,,None,Dog Vitamins & Supplements,,,,,Vet's Best,60179,,,,,98,,$13.95,tablet/capsule,,,,united_states,"Vet's Best Aches + Pains Dog Supplement, 50 count",,,,1,90
,3.9,4ounces,"adult,_all_stages",$18.98,,None,Dog Vitamins & Supplements,,,,,TruDog,77153,,,,,119,,$21.99,liquid,,,,united_states,"TruDog Spray Me Cat & Dog Dental Spray, 4-oz bottle",,,all_breeds,1,76
